idfangraphs,mlbid,Name,Year,Team,Age,ERA,WHIP,W,L,W%,G,GS,SV%,SV,HLD,BS,IP,H,ER,HR,BB,SO,SO%,BB%,R
14212,623352,Josh Hader,2022,MIL,28,3.22,1.07,4,4,0.5,51,0,0.91,35,2,2,67,46,24,8,26,93,40.50%,9.40%,25
3548,521230,Liam Hendriks,2022,CHW,33,3.17,1.03,6,4,0.6,54,0,0.86,38,2,3,71,55,25,9,18,90,40.00%,6.20%,28
15816,642207,Devin Williams,2022,MIL,28,3.22,1.18,6,3,0.67,49,0,0.5,2,22,2,67,51,24,7,28,88,39.00%,9.90%,28
14710,621242,Edwin Diaz,2022,NYM,28,3.84,1.24,4,5,0.44,54,0,0.8,35,3,4,68,57,29,8,27,90,35.50%,9.20%,32
10233,547973,Aroldis Chapman,2022,NYY,34,3.74,1.28,5,4,0.56,51,0,0.81,32,2,4,65,52,27,10,31,86,37.50%,11.00%,30
6655,518886,Craig Kimbrel,2022,CHW,34,3.95,1.24,4,5,0.44,52,0,0.8,28,8,3,66,53,29,9,29,87,39.40%,10.10%,32
20151,675916,James Karinchak,2022,CLE,27,3.9,1.24,5,4,0.56,51,0,0.56,5,10,4,67,52,29,9,31,86,29.90%,10.80%,32
17130,628452,Raisel Iglesias,2022,LAA,32,3.6,1.16,6,6,0.5,53,0,0.82,36,3,4,70,60,28,10,21,85,36.80%,7.10%,33
13470,608371,Lucas Sims,2022,CIN,28,4.02,1.18,5,3,0.62,44,0,0.6,23,7,2,65,52,29,9,25,80,28.80%,9.00%,33
12863,598264,Matt Barnes,2022,BOS,32,4.23,1.3,5,5,0.5,53,0,0.71,24,6,5,66,57,31,10,29,83,34.70%,10.00%,34
13892,623149,Paul Sewald,2022,SEA,32,4.16,1.24,6,3,0.67,47,0,0.62,19,9,3,67,58,31,10,25,80,37.70%,8.70%,34
17186,659275,Dinelson Lamet,2022,SDP,30,3.62,1.21,4,4,0.5,28,9,1,5,8,0,82,68,33,10,31,97,27.60%,8.80%,36
16122,605447,Jordan Romano,2022,TOR,29,3.36,1.21,6,3,0.67,50,0,0.91,32,2,1,67,55,25,9,26,79,32.60%,9.10%,28
6398,543507,Trevor May,2022,NYM,33,3.97,1.28,5,3,0.62,55,0,0.6,3,14,2,68,61,30,10,26,81,27.50%,8.80%,34
15552,643338,Chad Green,2022,NYY,31,3.89,1.12,6,6,0.5,51,2,0.5,3,15,3,74,60,32,12,23,84,27.20%,7.40%,36
7005,519151,Ryan Pressly,2022,HOU,34,3.44,1.21,4,4,0.5,53,0,0.78,34,5,4,68,60,26,8,22,78,31.00%,7.60%,30
13801,613534,Austin Adams,2022,SDP,31,4.22,1.27,4,3,0.57,50,0,0.5,1,9,1,64,50,30,6,31,77,26.90%,10.80%,33
14986,606149,Giovanny Gallegos,2022,STL,31,3.62,1.07,5,4,0.56,53,0,0.7,33,5,3,72,55,29,8,22,80,26.80%,7.40%,30
5003,518617,Jake Diekman,2022,FA,35,3.9,1.32,3,3,0.5,49,0,0.5,3,13,3,60,50,26,8,29,71,26.80%,10.90%,29
19848,650382,Darwinzon Hernandez,2022,BOS,26,3.84,1.38,3,3,0.5,45,0,0.33,1,8,2,61,51,26,7,33,73,26.70%,12.10%,29
13449,573124,Taylor Rogers,2022,MIN,32,3.92,1.27,4,5,0.44,45,0,0.77,31,6,3,62,61,27,8,18,72,26.70%,6.70%,31
17610,663432,Tanner Rainey,2022,WSN,30,4.65,1.35,3,4,0.43,46,0,0.5,17,6,2,60,51,31,9,30,71,26.60%,11.20%,33
11804,593576,Hector Neris,2022,HOU,33,4.06,1.3,4,6,0.4,56,0,0.64,7,16,5,71,62,32,10,30,82,26.40%,9.60%,36
8048,519293,Will Smith,2022,ATL,33,3.91,1.2,4,5,0.44,54,0,0.85,30,4,3,69,57,30,12,26,78,26.40%,8.80%,32
12804,605538,Matt Wisler,2022,TBR,30,3.9,1.24,3,5,0.38,46,3,0.5,2,10,2,67,59,29,9,24,76,26.40%,8.30%,32
17998,664126,Peter Fairbanks,2022,TBR,29,4.08,1.38,6,6,0.5,49,1,0.6,3,16,2,64,60,29,7,28,75,26.40%,9.90%,33
15015,621052,Alex Reyes,2022,STL,28,3.8,1.34,7,6,0.54,51,1,0.86,5,7,2,71,56,30,9,39,82,26.30%,12.50%,35
7146,543339,Daniel Hudson,2022,LAD,35,4.15,1.26,6,4,0.6,50,0,0.56,5,12,4,65,57,30,10,25,74,26.30%,8.90%,33
16390,623364,Brad Wieck,2022,CHC,31,4,1.3,3,3,0.5,35,0,0.5,1,4,1,54,48,24,7,22,62,26.30%,9.30%,26
27463,676979,Garrett Crochet,2022,CHW,23,3.52,1.22,4,4,0.5,45,0,0.5,1,9,1,64,53,25,6,25,72,26.20%,9.10%,28
9794,571521,Rex Brothers,2022,FA,35,4.85,1.38,3,3,0.5,37,0,0.5,1,5,1,52,46,28,8,26,61,26.20%,11.20%,29
14993,605130,Scott Barlow,2022,KCR,30,3.75,1.29,4,3,0.57,55,0,0.7,29,3,3,72,65,30,8,28,82,26.10%,8.90%,31
17496,650895,Diego Castillo,2022,SEA,28,3.49,1.19,5,4,0.56,52,1,0.75,9,14,3,67,55,26,9,25,75,26.10%,8.70%,30
14375,607237,Amir Garrett,2022,CIN,30,4.5,1.36,3,4,0.43,55,0,0.57,4,9,3,64,57,32,10,30,74,26.10%,10.60%,34
3096,445276,Kenley Jansen,2022,FA,35,3.6,1.22,4,4,0.5,51,0,0.82,32,2,4,65,52,26,7,27,73,26.10%,9.60%,29
10058,554431,Tyler Matzek,2022,ATL,32,3.65,1.28,3,5,0.38,51,0,0.5,1,13,1,69,57,28,7,31,78,26.00%,10.30%,30
13435,572955,Pierce Johnson,2022,SDP,31,3.76,1.3,5,4,0.56,52,1,0.5,16,6,1,67,59,28,8,28,76,26.00%,9.60%,31
19569,670280,David Bednar,2022,PIT,28,3.68,1.21,3,3,0.5,47,0,0.67,18,8,1,66,57,27,8,23,73,30.00%,8.20%,29
16258,607481,Aaron Bummer,2022,CHW,29,3.6,1.25,4,4,0.5,50,0,0.4,2,21,3,65,53,26,6,28,73,26.00%,10.00%,30
10061,#N/A,Brooks Raley,2022,TBR,29,4.43,1.23,3,4,0.43,50,0,0.5,2,11,2,65,57,32,9,23,73,26.00%,8.20%,36
15463,592254,Jose De Leon,2022,FA,30,5.77,1.46,2,2,0.5,20,1,1,1,2,0,39,38,25,6,19,46,26.00%,10.70%,26
10745,572096,Trevor Rosenthal,2022,FA,32,4.2,1.3,2,1,0.67,20,0,0.75,3,2,1,30,26,14,4,13,34,26.00%,9.90%,16
19200,#N/A,José Quijada,2022,LAA,29,4.58,1.39,3,4,0.43,39,0,0.5,1,5,1,57,53,29,8,26,66,25.80%,10.20%,32
20517,#N/A,Nick Sandlin,2022,CLE,29,3.88,1.26,3,3,0.5,38,0,0.5,1,5,1,58,49,25,7,24,65,25.80%,9.50%,29
15451,594577,Mike Mayers,2022,LAA,31,3.95,1.26,4,4,0.5,54,1,0.5,2,10,2,73,65,32,10,27,81,25.70%,8.60%,34
11632,592390,Heath Hembree,2022,FA,33,5.28,1.36,3,4,0.43,46,0,0.67,4,5,2,58,55,34,12,24,66,25.70%,9.30%,37
10291,572193,Ryan Tepera,2022,FA,35,3.9,1.22,2,3,0.4,47,0,0.33,1,14,2,60,50,26,7,23,66,25.70%,8.90%,28
18251,#N/A,Art Warren,2022,CIN,29,3.6,1.24,4,3,0.57,36,0,0.5,5,3,1,55,47,22,7,21,61,25.70%,8.90%,24
18064,664208,Phil Maton,2022,HOU,29,4.57,1.38,5,3,0.62,52,0,0.33,1,12,2,69,67,35,8,28,79,25.60%,9.10%,39
12447,607625,Seth Lugo,2022,NYM,33,4.3,1.3,5,5,0.5,43,3,0.5,3,8,3,67,63,32,10,24,75,25.60%,8.20%,34
25007,#N/A,Alex Vesia,2022,LAD,29,4.2,1.28,4,3,0.57,41,0,0.67,2,12,1,60,49,28,9,28,67,25.60%,10.70%,33
12910,571704,Ken Giles,2022,SEA,32,4.14,1.32,3,3,0.5,31,0,0.83,11,3,1,50,46,23,7,20,56,25.60%,9.10%,25
17490,650893,Genesis Cabrera,2022,STL,26,3.86,1.29,5,4,0.56,52,0,0.5,2,13,2,70,57,30,7,33,78,25.50%,10.80%,34
19349,657571,Caleb Ferguson,2022,LAD,26,4.25,1.28,3,3,0.5,36,1,0.33,1,5,2,53,48,25,8,20,59,25.50%,8.70%,27
21032,661403,Emmanuel Clase,2022,CLE,24,2.82,1.12,4,4,0.5,50,0,0.79,33,5,3,67,55,21,6,20,71,25.40%,7.10%,26
21620,#N/A,Jake Cousins,2022,MIL,29,3.88,1.26,3,3,0.5,36,0,0.5,1,12,1,58,48,25,7,25,64,25.40%,9.90%,27
14771,641941,Emilio Pagan,2022,SDP,31,4.37,1.21,4,4,0.5,53,0,0.44,7,11,5,68,59,33,12,23,73,25.30%,8.00%,35
16265,#N/A,Sam Howard,2022,PIT,29,4.64,1.36,4,5,0.44,50,0,0.33,1,8,2,64,56,33,10,31,72,25.30%,10.90%,36
20000,#N/A,Tyler Wells,2022,BAL,29,4.22,1.16,3,4,0.43,39,0,0.6,12,3,2,64,54,30,9,20,68,25.30%,7.40%,32
11384,592454,Tommy Kahnle,2022,LAD,33,4.14,1.28,3,3,0.5,32,0,0.5,1,9,1,50,45,23,7,19,55,25.30%,8.80%,25
10547,519076,Jimmy Nelson,2022,FA,33,3.86,1.24,2,3,0.4,25,1,0.5,1,3,1,42,35,18,5,17,46,25.30%,9.30%,20
20191,676477,Garrett Whitlock,2022,BOS,26,3.18,1.19,6,4,0.6,38,0,0.5,7,15,2,68,60,24,7,21,73,25.20%,7.20%,28
12076,553878,Felipe Vazquez,2022,FA,31,3.96,1.24,2,1,0.67,15,0,0.75,3,1,1,25,22,11,3,9,27,25.20%,8.40%,12
17586,656945,Tanner Scott,2022,BAL,28,4.23,1.38,4,4,0.5,53,0,0.33,1,10,2,66,58,31,8,33,74,25.10%,11.20%,35
18335,622251,Josh Staumont,2022,KCR,29,3.65,1.28,4,4,0.5,52,0,0.75,3,11,1,69,58,28,8,30,75,25.00%,10.00%,31
19926,#N/A,Tony Santillan,2022,CIN,29,3.86,1.3,3,4,0.43,34,2,0.5,1,2,1,63,56,27,9,26,69,24.90%,9.40%,29
18088,#N/A,Cody Stashak,2022,MIN,29,4.34,1.3,3,3,0.5,34,0,0.5,1,6,1,56,52,27,8,21,61,24.90%,8.60%,29
15684,612434,Miguel Castro,2022,NYM,28,4.06,1.35,4,4,0.5,55,1,0.33,1,8,2,71,61,32,9,35,78,24.80%,11.10%,35
10078,573204,Caleb Thielbar,2022,MIN,35,3.84,1.26,5,3,0.62,47,0,0.5,1,7,1,68,61,29,8,25,73,24.80%,8.50%,31
13594,596112,Robert Stephenson,2022,COL,29,4.29,1.29,3,3,0.5,46,0,0.5,1,8,1,63,57,30,11,24,68,24.80%,8.80%,33
10133,502202,Brad Boxberger,2022,FA,34,3.98,1.28,4,4,0.5,50,0,0.4,2,11,3,61,53,27,8,25,66,24.80%,9.40%,30
24933,#N/A,Andrew Wantz,2022,LAA,29,4.42,1.3,3,3,0.5,32,0,0.5,1,2,1,57,52,28,8,22,62,24.80%,8.80%,31
17759,#N/A,Angel Perdomo,2022,MIL,29,5,1.43,3,3,0.5,34,0,0.5,1,3,1,54,49,30,8,28,61,24.80%,11.40%,33
15947,592773,Ryne Stanek,2022,HOU,31,4.11,1.31,3,4,0.43,53,3,0.5,2,10,2,70,59,32,10,33,76,24.70%,10.70%,36
17780,621237,Jose Alvarado,2022,PHI,27,4.29,1.43,5,3,0.62,51,0,0.67,6,12,2,65,56,31,8,37,73,24.70%,12.50%,35
13758,608648,Tyler Duffey,2022,MIN,32,3.57,1.22,4,3,0.57,52,0,0.5,2,15,2,68,57,27,8,26,72,24.70%,8.90%,31
15761,641729,Joe Jimenez,2022,DET,27,5.06,1.36,5,4,0.56,52,0,0.67,4,7,2,64,58,36,10,29,71,24.70%,10.10%,39
17783,#N/A,Jake Brentz,2022,KCR,29,3.95,1.29,4,3,0.57,50,0,0.4,2,9,3,66,55,29,8,30,71,24.70%,10.40%,33
15832,643316,Paul Fry,2022,BAL,30,4.64,1.41,4,5,0.44,51,0,0.5,2,8,2,64,59,33,8,31,71,24.70%,10.80%,36
7531,543521,Collin McHugh,2022,FA,35,3.38,1.17,4,3,0.57,31,4,0.5,1,9,1,64,55,24,7,20,67,24.70%,7.40%,27
21992,#N/A,Camilo Doval,2022,SFG,29,3.95,1.25,5,3,0.62,36,0,0.6,21,5,2,57,50,25,8,21,61,24.70%,8.50%,27
19677,642397,Gregory Soto,2022,DET,27,4.17,1.36,4,4,0.5,51,1,0.89,27,6,1,69,60,32,8,34,75,24.60%,11.10%,35
19742,#N/A,Anthony Bender,2022,MIA,29,3.68,1.2,4,3,0.57,46,0,0.5,8,12,2,66,56,27,7,23,70,24.60%,8.10%,30
17359,657031,Josh Taylor,2022,BOS,29,4.14,1.35,3,3,0.5,51,0,0.33,1,11,2,63,59,29,7,26,69,24.60%,9.30%,31
14696,605309,Keone Kela,2022,FA,29,4.2,1.3,2,2,0.5,19,0,0.5,1,2,1,30,28,14,5,11,32,24.60%,8.50%,16
23550,#N/A,Aaron Ashby,2022,MIL,29,4.29,1.29,4,4,0.5,31,2,0.67,2,3,1,63,57,30,8,24,67,24.50%,8.80%,34
7432,543351,Jay Jackson,2022,ATL,35,4.18,1.32,3,3,0.5,36,0,0.33,1,4,2,56,50,26,8,24,60,24.50%,9.80%,28
20373,662253,Andres Munoz,2022,SEA,23,4.14,1.26,3,3,0.5,28,0,0.67,2,7,1,50,44,23,6,19,53,24.50%,8.80%,25
6316,475479,David Phelps,2022,FA,36,4.5,1.33,2,3,0.4,25,0,0.5,1,4,1,36,34,18,6,14,39,24.50%,8.80%,19
13764,532077,Roberto Osuna,2022,FA,27,3.81,1.19,1,1,0.5,16,0,0.8,1,1,1,26,23,11,3,8,27,24.50%,7.30%,12
16074,595897,Nick Burdi,2022,FA,29,4.68,1.36,2,2,0.5,14,0,0.5,1,1,1,25,24,13,3,10,27,24.50%,9.10%,14
sa738453,643478,Joe Palumbo,2022,FA,28,4.68,1.36,1,2,0.33,13,0,1,1,1,0,25,24,13,4,10,27,24.50%,9.10%,14
19932,#N/A,Trevor Stephan,2022,CLE,29,4.23,1.35,4,3,0.57,38,0,0.67,2,3,1,66,61,31,12,28,71,24.40%,9.60%,34
18519,#N/A,Phil Bickford,2022,LAD,29,4,1.24,4,3,0.57,46,0,0.5,2,6,2,63,55,28,8,23,67,24.40%,8.40%,30
1247,493603,Adam Ottavino,2022,FA,37,4.35,1.42,5,4,0.56,50,0,0.5,4,11,4,60,56,29,7,29,66,24.40%,10.70%,31
19459,660896,Jorge Alcala,2022,MIN,27,3.97,1.18,4,5,0.44,47,0,0.5,2,9,2,68,58,30,10,22,70,24.30%,7.60%,33
7550,459429,Jake McGee,2022,SFG,36,3.76,1.18,4,3,0.57,53,0,0.79,7,12,3,67,59,28,9,20,69,24.30%,7.00%,33
12777,605154,John Brebbia,2022,SFG,32,4.5,1.33,3,3,0.5,35,0,0.5,1,4,1,54,53,27,8,19,58,24.30%,7.90%,29
18655,621345,A.J. Minter,2022,ATL,29,4.02,1.32,4,5,0.44,53,0,0.25,1,13,3,65,59,29,7,27,69,24.20%,9.50%,32
12361,#N/A,Spencer Patton,2022,TEX,29,4.2,1.28,3,3,0.5,40,0,0.5,2,7,2,60,55,28,7,22,63,24.20%,8.50%,30
18403,660853,Enyel De Los Santos,2022,FA,27,4.81,1.4,2,2,0.5,27,0,0.5,1,2,1,43,43,23,7,17,47,24.20%,8.80%,27
11903,593140,Michael Feliz,2022,FA,29,5.14,1.4,2,2,0.5,24,0,0.5,1,2,1,35,35,20,6,14,38,24.20%,8.90%,21
16507,656186,Dan Altavilla,2022,FA,30,4.8,1.37,2,2,0.5,20,0,0.5,1,2,1,30,28,16,4,13,32,24.20%,9.80%,17
9111,543272,Brad Hand,2022,FA,32,3.92,1.26,5,5,0.5,49,0,0.83,8,3,3,62,55,27,8,23,65,24.10%,8.50%,32
15042,641835,Tim Mayza,2022,TOR,30,4,1.22,4,3,0.57,51,0,0.33,1,11,2,63,55,28,8,22,65,24.10%,8.10%,30
17793,622259,Trey Wingenter,2022,FA,28,4.5,1.27,1,1,0.5,15,0,0.5,1,2,1,26,23,13,3,10,27,24.10%,8.90%,14
17169,620454,Jose Castillo,2022,FA,26,4.32,1.28,1,1,0.5,13,0,1,1,1,0,25,23,12,3,9,26,24.10%,8.30%,13
14875,592761,Caleb Smith,2022,ARI,31,4.4,1.33,4,6,0.4,34,9,0.5,1,2,1,88,74,43,15,43,93,24.00%,11.10%,46
13649,605280,Clay Holmes,2022,NYY,29,4.1,1.26,5,4,0.56,48,0,0.5,1,6,1,68,58,31,7,28,71,24.00%,9.50%,34
15010,608349,Corey Knebel,2022,PHI,31,4.27,1.32,4,3,0.57,41,2,0.4,22,5,3,59,54,28,9,24,62,24.00%,9.30%,30
14646,592858,Rowan Wick,2022,CHC,30,4.03,1.31,3,3,0.5,40,0,0.71,21,6,2,58,52,26,6,24,61,24.00%,9.40%,29
10430,571710,Mychal Givens,2022,FA,32,4.02,1.3,3,3,0.5,42,0,0.57,4,7,3,56,49,25,9,24,59,24.00%,9.80%,28
19618,663855,Jordan Hicks,2022,STL,26,4.15,1.27,3,3,0.5,31,0,0.75,3,4,1,52,44,24,6,22,54,24.00%,9.80%,26
9761,523260,Joe Kelly,2022,FA,34,3.78,1.26,3,2,0.6,38,0,0.5,1,6,1,50,43,21,5,20,52,24.00%,9.20%,24
12323,606930,Jacob Barnes,2022,FA,32,5.23,1.4,2,3,0.4,31,0,1,1,2,0,43,43,25,7,17,46,24.00%,8.90%,27
13761,608717,Chris Stratton,2022,PIT,32,4.19,1.37,5,3,0.62,50,1,0.5,5,6,3,73,70,34,10,30,77,23.90%,9.30%,39
12572,595014,Blake Treinen,2022,LAD,34,3.68,1.25,5,5,0.5,56,0,0.62,22,8,3,71,61,29,8,28,73,23.90%,9.20%,33
8337,476595,Lucas Luetge,2022,NYY,35,3.71,1.25,4,3,0.57,43,0,0.33,1,3,2,68,64,28,8,21,70,23.90%,7.20%,33
12095,554340,Yimi Garcia,2022,TOR,32,3.95,1.21,4,6,0.4,51,0,0.75,6,5,2,66,57,29,9,23,68,23.90%,8.10%,33
18323,#N/A,Josh Sborz,2022,TEX,29,4.15,1.34,4,4,0.5,48,0,0.33,1,6,2,65,59,30,9,28,68,23.90%,9.80%,33
14966,606625,Reyes Moronta,2022,FA,29,4,1.3,1,2,0.33,16,0,0.5,1,3,1,27,24,12,3,11,28,23.90%,9.40%,13
14391,622795,Yohander Mendez,2022,FA,27,4.32,1.32,2,1,0.67,13,0,1,1,1,0,25,23,12,3,10,26,23.90%,9.20%,13
12988,605177,Andrew Chafin,2022,FA,32,3.54,1.21,3,4,0.43,52,0,0.5,3,12,3,61,53,24,7,21,62,23.80%,8.10%,26
19731,#N/A,Kodi Whitley,2022,STL,29,3.79,1.23,2,2,0.5,35,0,0.5,1,4,1,57,48,24,7,22,58,23.80%,9.00%,27
19343,640462,A.J. Puk,2022,OAK,27,4.42,1.36,3,4,0.43,30,0,0.33,1,3,2,53,52,26,7,20,56,23.80%,8.50%,28
11604,596720,Dovydas Neverauskas,2022,FA,29,4.97,1.45,1,2,0.33,18,0,1,1,1,0,29,30,16,5,12,31,23.80%,9.20%,18
19753,642528,Jonathan Loaisiga,2022,NYY,28,3.55,1.21,7,4,0.64,44,2,0.5,3,18,3,71,63,28,8,23,72,23.70%,7.60%,31
12828,552640,Andrew Kittredge,2022,TBR,32,3.34,1.2,5,3,0.62,47,3,0.8,15,5,1,70,63,26,8,21,71,23.70%,7.00%,30
15256,642121,Cole Sulser,2022,BAL,32,3.97,1.29,4,5,0.44,48,0,0.67,6,4,3,68,59,30,8,29,70,23.70%,9.80%,33
15855,593833,Wander Suero,2022,FA,31,4.76,1.35,3,3,0.5,39,0,0.33,1,7,2,51,49,27,8,20,54,23.70%,8.80%,30
